no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
11354,,,0,0,,0,0,,,0,,2,0,0,0,227,0,,,0,,,,0,,0,0,-32407.34,,0,0,,,,,84.64,23,0,,1,,0,0,0,,0,0,1,3573.53,0,0,,,,0,0,,0,0,,0,,0,,0,0,25.01,,0,,,,0,0,0,,,,,0,,,37,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,13168,0,0,0,,4997.61,0,0,,1,,0,,0.9986,,,,0,0,,,,,,,0,,0,,0,11,,,0,0,0,,,0,0,0,0,,,0,0,,,,0,0,0,0,302.42,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,7500,,,0,0,0,,,,,,,0,0,,0,0,,,0,,4995.89,,1,0,1,,0,0,1,0,0,,0,25000,,,3,0,,,0,3,,0,5000,,,,,,0,,,0,,4,0,0,,1,,,,,1,,0,1,0,,0,0,
11371,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
11407,,,0,0,,0,0,,,0,,1,0,0,0,66,0,,,0,,,,0,,0,0,0,,0,0,,,,,83.26,53,0,,1,,0,0,0,,0,0,,3351.92,0,0,,,,0,0,,,0,,0,,0,,0,0,23.46,,0,,,,0,0,0,,,,,1,,,53,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,10123,0,0,0,,6601.98,0,0,,2,,0,,1.096666667,,,,0,0,,,,,,,0,,0,,0,,,,0,0,0,,,0,0,,0,,,0,0,,,,0,0,0,0,299.95,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,0,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,,,0,0,,0,0,,,0,,6598.63,,1,0,0,,0,0,2,0,0,,0,30000,,,10,0,,,0,4,,0,6000,,,,,,0,,,0,,4,1,0,,2,,,,,,,0,3,0,,0,0,
11414,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11422,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
11427,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,65833,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
11429,,,0,0,,0,0,,,0,,1,1,0,0,0,,,,0,,,,0,,0,0,0,,0,0,,,,,63.58,0,1,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,41,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,15110,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,124,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,313.22,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,38807.78,,0,,,,,0,0,,,0,0,200000,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,-1,,,,,,0,,,0,,4,0,0,,1,,,,,,,0,2,0,,,0,
11433,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11443,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11455,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11458,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5442,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,68000,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
11490,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11497,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11498,,,22591,0,,0,118000,22591,,0,,20911,1,0,0,,0,,,0,,,,0,,0,59012,0,,0,0,,,,,,0,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,103,0,0,,,0,,0,0,0,1015,,,0,0,0,0,0,5253,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,71,,,0,2,0,,,0,0,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,58000,,0,0,,0,0,,,,0,,,,0,0,0,0,1,,0,,,0,0,,0,,,,,0,0,,,0,0,531026,,,0,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,1,1,0,0,,0,,,,0,0,,,0,0,,0,517000,,,,,,59010,,,0,,0,0,0,,1,,,,23345,,,0,1,0,,0,0,
11504,,,0,0,,0,0,,,0,,2,0,0,0,,0,,1926.85,0,,,,0,,0,0,0,,0,0,,,,,,8,0,,,,0,0,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,615.03,0,0,,0,,,1,,,,0,0,,,0,385.37,0,0,0,-102.37,,,0,0,161.81,0,0,,0,0,0,,,0,0,,1,,0,,,,1,,0,0,,,,,,,0,,0,,0,3,,,0,0,0,,,0,0,,0,1,,161.81,0,,,,2,7,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,2541,,,1,0,0,,,,,0,,0,,,0,0,,,0,,0,,1,0,0,,0,0,1,0,0,,0,,,0,7,0,,,1.58,0,,0,,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,0,0,
11507,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11526,,,0,0,,0,0,,,1,,2,0,0,103000,,0,,,0,,,,0,3301,3,13416,0,,0,0,,,,,,0,0,,1,,0,2,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,74386.4,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,2,,1,,0,,,,,,0,0,,,,1,,,0,,0,,0,,,,3301,13416,0,,,0,0,,0,,,0,0,,94900,,2,0,0,0,0,0,,,,,3641,,,0,0,,3301,0,,,,0,,,,0,0,0,0,0,,3,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,13076,,,0,,0,,0,0,,,0,0,3,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,3,,,,,,,0,2,0,,0,0,
11529,,,70333,0,,0,120000,,,0,,76896,0,0,0,,,,,0,,,,0,,1,38118,0,,0,0,,,,,,0,0,,2,,0,1,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,65,0,0,,,0,,0,0,0,2280,,,0,0,0,0,0,4800.5,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,48,,,1638,1638.8,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,1,,1,,,0,0,,0,,,,,0,0,313790,,0,0,301771,,,1,0,1,1,,,,,0,0,,,0,0,,,0,,0,,0,0,2,,0,1,2,0,0,,0,,,,0,0,,,0,0,,0,66500,,,,,,36480,,,0,,5,0,0,,2,,,,,2,,0,2,0,,,0,
11542,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,1,,0,4911,0,,0,0,,,,,,0,1,,1,,1,0,0,,12,0,,,0,0,,,,0,0,,,2,,0,,1012,,0,0,,,0,,,,0,0,0,,0,,,0,,,24,0,0,0,,0,,0,0,0,0,,,0,4907,0,0,0,6231,0,0,0,,,0,0,,2,,0,,,,,,0,0,,,,,,,4907,,0,,0,26,,,50,54,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,1042,,,1,1012,0,,,,,,,0,,,1,0,,,4,0,0,,0,0,0,,0,0,1,0,0,,0,,,,0,50,,,0,0,,0,52000,1,,,0,0,0,,,0,,0,0,0,,2,,,,,,,0,2,0,,,0,
11543,,,0,0,,0,0,,,2,,2,0,0,0,3356,,,,0,,,,0,,0,1080,0,,0,0,,,,,,47,1,,,,0,0,0,,0,0,,,4,0,,,0,0,0,,,0,,0,,0,,0,0,,,1,,,,0,0,2,,0,,,1,,,108,0,0,,,0,,0,0,1,0,,,0,1080,0,0,0,31901.59,0,0,0,,,0,0,4,3,,0,,1.075625,,,,0,0,,,1080,,,,1080,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,5838.57,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,12913.46,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,1,0,,,2,,0,,1,0,0,,0,0,4,0,0,,0,,,,24,0,,,0,24,,1,12000,,,,,,0,,,0,,0,2,0,,4,,,,,1,,0,4,0,,,0,
11552,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11561,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,2,1870,0,,0,0,,,,,,0,0,,,,0,1,0,,0,0,,,2,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,3238.81,0,0,0,,,0,2,,1,,0,,,,,,0,0,,,,1,,,0,,0,,0,,,,1870,1870,,,,0,,,0,,,0,0,,42800,,2,0,0,0,0,0,,,,,1870,,,0,0,,1870,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,1870,,,0,,0,,0,0,,,0,0,2,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,2,,,,,,,0,1,0,,,0,
11562,,,0,0,,0,0,,,0,,2,1,0,0,15000,,,,0,,,,0,,0,0,0,,0,0,,,,,,47,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,62,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,13586.24,0,0,0,,,0,0,,1,,0,,0.908733333,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,15459.23,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,14999.89,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,1,0,0,,0,,,,7,0,,,0,7,,0,15000,,,,,,0,,,0,,0,0,0,,1,,,,,,,0,2,0,,,0,
11569,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11577,,,0,0,,0,0,,,0,,2,0,0,0,146,,,,0,,,,0,,0,0,0,,0,0,,,,,,55,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,57,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,6899.11,0,0,0,,,0,0,,1,,0,,1.109944444,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,151.35,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,3367.49,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,9,0,,,0,9,,0,3000,,,,,,0,,,0,,4,0,0,,1,,,,,1,,0,1,0,,,0,
11605,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,84551,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
11607,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,95.32,209,0,,,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,2,,,,,1,,,110,2.16,0,,,0,,0,0,1,0,,,0,0,0,0,0,8647,0,0,0,,,0,0,,3,,0,,,,,,0,0,,,,,,,0,,0,,0,5,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,5361.23,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,25509.23,,0,,,,,0,0,,,0,0,5000,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,3,0,0,,0,,,,48,0,,,0,32,,0,70000,,,,,,0,,,0,,0,1,0,,3,,,,,2,,0,4,0,,,0,
11617,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29600,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,51000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
11619,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11628,,,0,0,,0,0,,,0,,2,2,0,,10673,0,,,0,,,,0,7109.03,2,7109.03,0,,0,0,,,,,,7,1,,,,0,1,0,,0,0,,39460,2,0,,,0,0,0,,,0,,0,,0,,0,0,276.22,,0,,,,0,0,0,187000,0,,,0,,,34,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,3531.62,0,,,2,,0,,1.021833333,,,,0,0,,,,1,,,0,,0,,0,,,,7109.03,7109.03,0,,,0,0,,0,,,0,0,,163900,,2,0,0,0,2447.08,0,,,,,7109.03,,,0,0,,7109.03,0,,,,0,,,,0,0,0,0,0,,2,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,0,,0,7109.03,,,0,,10594.87,,0,0,0,,0,0,3,0,0,,0,60000,,,0,0,,,0,0,,0,12000,,,,,,0,,,0,,0,0,0,,3,,,,,1,,0,2,0,,0,0,
11629,,,0,0,,0,0,,,0,,2,0,0,,1827,0,,,0,,,,0,,0,0,0,,0,0,,,,,,24,0,,1,,0,0,0,,0,0,,31918.42,0,0,,,,0,0,,,0,,0,,0,,0,0,223.43,,0,,,,0,0,0,,,,,0,,,40,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,5032.22,0,,,1,,0,,1.00735,,,,0,0,,,,,,,0,,0,,0,127,,,0,0,0,,,0,0,,0,,,0,0,,,,0,0,0,0,1651.48,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,4000,,,1,0,0,,,,,,,0,0,,0,0,,,0,,5010.66,,1,0,0,,0,0,1,0,0,,0,25000,,,4,0,,,0,4,,0,5000,,,,,,0,,,0,,0,0,0,,1,,,,,2,,0,1,0,,0,0,
11631,,,0,0,,0,0,,,1,,2,0,0,,6043,0,,,0,,,,0,,0,0,0,,0,0,,,,,,15,0,,,,0,0,0,,0,0,,16394.4,1,0,,,0,0,0,,,0,,0,,0,,0,0,114.76,,0,,,,0,0,0,,,,,0,,,,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,5483.33,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,0,,,0,0,,0,,,0,0,,,,2,0,0,0,5488.9,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,0,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,,,0,0,,0,0,,,0,,5494.4,,0,0,0,,0,0,1,0,0,,0,25000,,,15,0,,,0,15,,0,5000,,,,,,0,,,0,,0,0,0,,1,,,,,2,,0,2,0,,0,0,
11636,,,0,0,,0,0,,,3,,2,0,0,,,0,,,0,,,,0,3179,3,3332,0,,0,0,,,,,,0,0,,4,,0,2,0,,0,0,,,3,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,48420,0,,,0,,,32,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,1,,,0,,0,,0,44,,,3179,3332.85,0,,,0,0,,0,,,0,0,,53800,,2,0,0,0,0,0,,,,,3332,,,0,0,,3179,0,,,,0,,,,0,0,0,0,0,,3,,,0,0,,0,,,,,0,0,361458,,0,0,272325,,,1,0,1,,,,,,,0,,,0,3179,,,0,,0,,0,0,1,,0,0,3,0,0,,0,,,,0,0,,,0,0,,0,59000,,,,,,0,,,0,,0,0,0,,3,,,,,,,0,2,0,,0,0,
