no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
16416,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16417,,,,,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,7629,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
16419,,,0,0,,0,0,,,0,,2,2,0,0,0,,,,0,,,,0,,0,0,0,,0,0,,,,,59.03,1,0,,,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,44,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,8978,0,0,0,,,0,0,,1,,0,,0.839583333,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,3283.33,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,1,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,20000,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
16422,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16423,,,0,0,,0,0,,,0,,39173,0,0,87000,,,,,49587.2,,,,0,,1,63136.74,0,,0,0,,,,,,0,1,,2,,0,1,0,,0,0,,,0,5,,,,2,0,,,0,,0,,6336.1,,0,0,,,0,,,,0,0,0,,0,,,0,,,87,0,0,,,0,,0,0,0,0,,,0,50415.2,0,0,0,7947.86,0,0,1,,,0,2,2,2,,5,,,,,,0,0,,,,1,,,50415.2,,0,,0,38,,,855,12721.54,,,,0,,,0,,,0,0,,83900,,0,0,2,0,0,0,,,,,855,,,0,0,,855,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,274882,,0,0,192418,,,1,6336.1,0,,,,,,,5,,,1,12621.54,,,0,,0,,1,0,1,,5,0,3,0,0,,0,,,,0,0,,,0,0,,0,66000,2,,,,,0,,,0,,4,0,0,,3,,,,,1,,0,6,0,,,0,
16425,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,5237,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
16429,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16437,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,1,547.8,0,,0,0,,,,,,0,0,,1,,0,1,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,6839.77,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,541.8,547.8,,,,0,,,0,,,0,0,,,,1,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
16441,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16450,,,51408,0,,0,85000,,,0,,58344,1,0,0,2967,,,,0,,,,0,,0,24510,153.67,,0,0,,,,,,31,1,,,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,0,0,0,0,,,,,1,,,117,0,0,,,0,,0,0,1,1613.03,,,0,0,153.67,0,0,11899.2,0,0,0,,,0,0,,3,,0,,1.012133333,,,,0,0,,,,,,,0,,45000,,0,161,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,2329.43,0,,,,,0,,,0,0,,0,0,,,0,0,,,,0,0,0,0,1,,0,,,0,50760.45,,0,,,,,0,0,,,0,155.66,64486,,,1,0,0,,,,,,,0,,,0,0,,,2,,0,,1,0,1,,0,2,6,8550,0,,0,,,,5,0,,,0,5,,0,50000,,,,,,24510,,,0,,0,3,0,,6,,,,,2,,0,3,0,,,0,
16465,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,,7,0,,,,0,0,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,11,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,7250.63,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,60,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,2478.95,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,6020.45,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,3,,0,0,1,0,0,,0,,,,4,0,,,0,4,,0,11000,,,,,,0,,,0,,0,0,0,,1,,,,,1,,0,1,0,,,0,
16468,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16469,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3672,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
16479,,,0,0,,0,0,,,3,,2,0,0,0,548,0,,1483.5,0,,,,0,,0,0,-7090.79,,0,0,,,,,,104,0,,,,0,0,0,,0,0,,6564.22,3,0,,,0,0,0,,,0,,0,,0,,0,0,45.95,,2,,,,78.75,1,0,,,,,1,,,3,0,0,,,0,296.7,0,0,2,-331.83,,,0,0,118.36,0,0,16988.8,0,0,0,,3716.92,0,0,,2,,0,,0.619444444,,1,,0,0,,,,,,,0,,0,,0,10,,,0,0,0,,,0,0,,0,1,,118.36,0,,,,2,6,0,0,3010.58,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,3390,,,1,0,0,,,,,0,,0,0,,0,0,,,0,,5989.65,,1,0,0,,0,0,5,0,0,,0,30000,,0,59,0,,,0,35,,2,6000,,,,,,0,,,0,,0,3,0,,5,,,,,1,,0,2,0,,0,0,
16482,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,3,0,,0,0,,,,,,0,0,,,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,2,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,20214.86,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,3,,,,0,,,0,,,0,0,,,,1,0,0,0,0,0,,,,,3,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,2,0,,,0,
16483,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16487,,,31126,0,,0,70000,31126,,0,,51619,2,0,0,354,0,,,0,,,,0,,0,27932.4,-8563.26,,0,0,,,,,,61,0,,5,,0,0,0,,0,0,,55154.38,1,0,,,0,0,0,,,0,,0,,0,,0,0,386.08,,0,,,,0,0,0,,0,,,0,,,34,0,0,,,0,,0,0,2,1330,,,0,0,0,0,0,16498.95,0,0,0,,13119.41,0,0,,2,,0,,1.86495,,,,0,0,,,,,,,0,,0,,0,38,,,0,2.4,0,,,0,0,,0,,,0,0,,,,0,0,0,0,1961.42,0,,,,,2.4,70000,,0,0,,0,0,,,,0,,,,0,0,0,0,1,,0,,,0,0,,0,,,,,0,0,384400,,0,0,472868,,,1,0,0,,,,,,,0,0,,0,0,,,0,,10073.72,,1,0,0,,0,1,3,0,0,,0,50000,,,5,0,,,0,3,,0,10000,,,,,,27930,,,0,,0,0,0,,3,,,,27930,,,0,2,0,,0,0,
16492,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,,1,0,,,,0,0,0,,12,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,,0,0,0,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,,,0,,,0,0,,,0,0,0,,0,0,,,0,0,1,0,0,,0,,,,1,0,,,0,0,,0,,,,,0,0,0,,,0,,,1,0,,1,,,,,,,0,2,0,,,0,
16498,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,150000,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2182,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2501,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,
16507,,,0,0,,0,0,,,0,,2,1,0,73200,,,,,23931.96,,,,0,,1,28984.71,0,,0,0,,,,,,3,1,,,,0,1,0,,0,0,,,1,4,,,0,1,0,,,0,,0,,3988.66,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,23931.96,0,0,0,3350.76,6648.11,0,0,,,0,1,3,2,,4,,,,,,0,0,,,,,,,23931.96,,0,,0,71,,,0.5,5052.75,,,,0,,,0,,,0,0,,58800,,2,0,1,0,0,0,,,,,0.5,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,0,3988.66,0,,,,,,,3,,,0,5052.25,,,0,,0,,1,0,0,,3,0,2,0,0,,0,,,,0,0,,,0,0,,0,,1,,,,,0,,,0,,0,0,0,,2,,,,,,,0,4,0,,,6591.22,
16529,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,1,2.88,0,,0,0,,,,,,0,0,,,,0,1,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,2.88,2.88,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,2.88,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
16534,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16536,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
16537,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
16555,,,0,0,,0,0,,,0,,2,0,0,0,1225,0,,1,0,,,,1,,1,34.39,-1814.72,,0,0,,,,,,93,0,,3,,1,1,0,,12,0,,10830.63,6,0,,,0,0,0,,,1.04,,0,,0,,0,0,75.81,,0,,,,0,0,0,,0,,,1,,,7,0,0,168,,0,0.2,0,0,3,-0.09,,,0,0,3,0,0,31901.59,0,0,0,,3041.3,0,0,,4,,0,,1.01,,1,,0,0,,,,,,,0,,0,,0,,,,2.99,34.39,1,,,0,0,,0,1,,0,0,,,,2,0,0,0,2013.84,0,,,,,34.39,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,1,0,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,0,,0,0,,0,0,,,0,500,3298.77,,1,0,0,,0,0,6,0,0,,0,15000,,0,48,0,,1.01,0,47,,0,3000,,,0,3,1,0,,,0,,0,1,0,,6,,,,,,,0,5,0,,1.01,0,
16595,,,0,0,,0,0,,,0,,1,2,0,0,,,,,0,,,,0,,0,4,111.51,,0,0,,,,,,24,0,,1,,0,0,0,,0,0,,,2,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,61,0,0,,,0,,0,0,0,-11.43,,,0,0,111.51,0,0,8964.43,0,0,0,,,0,0,2,1,,0,,,,,,0,0,,,,,,,0,,0,,0,66,,,0,4,,,,0,,,0,,,0,0,,118025,,0,23,0,0,0,0,,,,,0,,,0,0,,0,0,,,882677,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,87.11,82618,,,0,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,3,,0,0,3,0,0,,0,,,,23,0,,,0,0,,0,124001,,,,,,0,,,0,,5,1,0,,3,,,,,2,,0,1,0,,,0,
16605,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,12,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,7554.86,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,5000,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
16607,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0.12,,0,0,,,,,,0,0,,,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,,0,0,,,0,,0,0,0,0,,,0,0,0.12,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,112,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0.12,,,,1,0,0,1,,,,,0,0,,,0,0,,,0,,0,,1,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
16611,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16617,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16621,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
16645,,,0,0,,0,0,,,0,,1,0,0,0,,,,,0,,,,0,,0,92.88,0,,0,0,,,,,41.88,0,0,,2,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,34000,,,0,,,,0,0,0,,0,,,1,,,20,0,0,,,0,,0,0,0,-2.88,,,0,0,0,1,0,15019,0,0,0,,,0,0,2,1,,0,,,,,,0,0,,,,,,,0,,0,,0,13,,,0,92.88,,,,0,,,0,,,0,0,,,,1,0,0,0,0,0,,,,,90,,,0,0,,0,0,,,,0,,,,0,1,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,20597,,,1,0,0,,,,,,,0,,,0,0,,,0,,1,,1,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,32500,,,,,,0,,,0,,0,1,0,,1,,,,,2,,0,1,0,,,0,
16647,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,6054.12,0,,0,0,,,,,,0,1,,,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,,0,0,,,0,,0,0,0,0,,,0,6054.12,0,0,0,4156,0,0,0,,,0,0,3,1,,0,,,,,,0,0,,,3359,,,,6054.12,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,1,0,,,4,,0,,1,0,,,0,0,0,0,0,,1,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,2,,0,1,0,,,0,
